module,n_emulators,n_frames,time,effective_fps
pytorch_cpu,64,1800,21.05327453799964,5471.832887186852
pytorch_cpu,64,1800,20.5678186490004,5600.982873582403
pytorch_cpu,128,1800,22.600284535000355,10194.561915500964
pytorch_cpu,128,1800,22.11486014000002,10418.334031571218
pytorch_cpu,128,1800,22.001690054999926,10471.922812476903
pytorch_cpu,128,1800,22.602421079000123,10193.598251917549
pytorch_cpu,128,1800,21.073588492000454,10933.116592243412
pytorch_cpu,256,1800,23.702178307000395,19441.251096482705
pytorch_cpu,256,1800,23.204576424999686,19858.151752494497
pytorch_cpu,256,1800,22.99037245999989,20043.172454110045
pytorch_cpu,256,1800,23.338474852999752,19744.22077288277
pytorch_cpu,256,1800,22.70849713499956,20291.96372003809
pytorch_cpu,512,1800,24.89076127199951,37025.78599059324
pytorch_cpu,512,1800,25.31105042799936,36410.974037668384
pytorch_cpu,512,1800,25.015171941999142,36841.64163000146
pytorch_cpu,512,1800,24.74271046099966,37247.33397550194
pytorch_cpu,512,1800,24.87484266299998,37049.480573030174
pytorch_cpu,1024,1800,28.522648441000456,64622.32999900721
pytorch_cpu,1024,1800,28.647522023999954,64340.643440498185
pytorch_cpu,1024,1800,28.333251379000103,65054.30581702083
pytorch_cpu,1024,1800,28.373691236999548,64961.58658399901
pytorch_cpu,1024,1800,28.15652117100035,65462.63257473702
pytorch_cpu,2048,1800,32.876913489999424,112127.31393174538
pytorch_cpu,2048,1800,34.58987444000013,106574.54124022504
pytorch_cpu,2048,1800,33.538534680999874,109915.35662076512
pytorch_cpu,2048,1800,33.1482672760003,111209.43273765002
pytorch_cpu,2048,1800,32.97092329100087,111807.60597645048
pytorch_cpu,4096,1800,47.81614814299974,154190.58804048345
pytorch_cpu,4096,1800,48.7955784859987,151095.65720417752
pytorch_cpu,4096,1800,48.28610795500026,152689.8793928681
pytorch_cpu,4096,1800,47.01829443399947,156807.0490168321
pytorch_cpu,4096,1800,48.256988174998696,152782.01725444087
pytorch_cpu,8192,1800,109.54095716199843,134612.6634459927
pytorch_cpu,8192,1800,111.43051363800078,132330.00116918923
pytorch_cpu,8192,1800,108.218842495,136257.2326596571
pytorch_cpu,8192,1800,109.83431367000048,134253.1264346356
pytorch_cpu,8192,1800,111.67160094899918,132044.31453198532
pytorch_gpu,1,1800,69.81642679799916,25.781898079773764
pytorch_gpu,1,1800,69.76483466799982,25.800964175804683
pytorch_gpu,1,1800,75.21694363499955,23.93077826632713
pytorch_gpu,1,1800,78.79725799900007,22.84343447614436
pytorch_gpu,1,1800,80.27790937999998,22.42210857135802
pytorch_gpu,2,1800,73.75102024800071,48.81288405088323
pytorch_gpu,2,1800,74.06481667500157,48.60607453869626
pytorch_gpu,2,1800,74.00590427799943,48.64476740229782
pytorch_gpu,2,1800,74.96603195499847,48.02174939926195
pytorch_gpu,2,1800,75.46629445799954,47.70341548972655
pytorch_gpu,4,1800,87.60755654999957,82.18469140719387
pytorch_gpu,4,1800,85.70524452099926,84.0088613041163
pytorch_gpu,4,1800,85.39050209199922,84.31851111781451
pytorch_gpu,4,1800,85.0125341490002,84.69339341632455
pytorch_gpu,4,1800,86.68959332200029,83.054951858596
pytorch_gpu,8,1800,102.60180015699916,140.3484147253305
pytorch_gpu,8,1800,100.92993523899897,142.67323134510335
pytorch_gpu,8,1800,99.2726377759991,145.05507582555092
pytorch_gpu,8,1800,100.00928115199896,143.98663638141926
pytorch_gpu,8,1800,100.86025403299936,142.77179983394274
pytorch_gpu,16,1800,118.28645679300098,243.4767325087727
pytorch_gpu,16,1800,116.93486119499904,246.2909666602631
pytorch_gpu,16,1800,115.59642537400032,249.1426521782189
pytorch_gpu,16,1800,116.52330885599986,247.16084947082305
pytorch_gpu,16,1800,117.28263227199932,245.56065499286944
pytorch_gpu,32,1800,125.65821238699937,458.3862758018935
pytorch_gpu,32,1800,123.53490091799904,466.2649953330531
pytorch_gpu,32,1800,125.46413373900032,459.0953468807567
pytorch_gpu,32,1800,127.88582610699996,450.4017509478105
pytorch_gpu,32,1800,125.74490057500044,458.07026556631246
pytorch_gpu,64,1800,130.27664683000148,884.2720687332776
pytorch_gpu,64,1800,133.35874929200145,863.8353359760358
pytorch_gpu,64,1800,132.88771373300006,866.8972982066764
pytorch_gpu,64,1800,131.13095844200143,878.5110805924018
pytorch_gpu,64,1800,130.29559357700057,884.1434835777502
pytorch_gpu,128,1800,138.23025245399913,1666.784194557364
pytorch_gpu,128,1800,134.7363614450005,1710.0061002764237
pytorch_gpu,128,1800,131.70152969799892,1749.4102044852764
pytorch_gpu,128,1800,133.38193293900076,1727.3703786056865
pytorch_gpu,128,1800,137.49292943199907,1675.7225331645195
pytorch_gpu,256,1800,136.38649651899868,3378.6336020136014
pytorch_gpu,256,1800,132.4446861969991,3479.18828026519
pytorch_gpu,256,1800,137.48924636599986,3351.534844938627
pytorch_gpu,256,1800,138.5751917180005,3325.270521275732
pytorch_gpu,256,1800,133.8702591759993,3442.138700831123
pytorch_gpu,512,1800,137.17853819399895,6718.25208325712
pytorch_gpu,512,1800,141.92333668600077,6493.646651212831
pytorch_gpu,512,1800,139.9259459900004,6586.341035463579
pytorch_gpu,512,1800,135.50167780399897,6801.391797768584
pytorch_gpu,512,1800,141.5009375089994,6513.031052825261
pytorch_gpu,1024,1800,145.31851339999957,12683.862206369124
pytorch_gpu,1024,1800,140.8061719039997,13090.335282012184
pytorch_gpu,1024,1800,138.38496232100078,13319.366274237753
pytorch_gpu,1024,1800,146.10308901200003,12615.749690607912
pytorch_gpu,1024,1800,141.89344145099858,12990.02956832596
pytorch_gpu,2048,1800,145.97160481299943,25254.22670198464
pytorch_gpu,2048,1800,145.1666325719998,25394.26543611265
pytorch_gpu,2048,1800,149.39130409500103,24676.13508250616
pytorch_gpu,2048,1800,145.50939265700072,25334.4470256274
pytorch_gpu,2048,1800,144.8120763549996,25456.440462623945
pytorch_gpu,4096,1800,140.67675053899984,52409.51309830004
pytorch_gpu,4096,1800,140.25738474399805,52566.216127992506
pytorch_gpu,4096,1800,136.67184951000309,53945.27129348887
pytorch_gpu,4096,1800,139.62639415800004,52803.76997816761
pytorch_gpu,4096,1800,138.40588542499972,53269.4110323453
pytorch_gpu,8192,1800,139.12450773699675,105988.51517861486
pytorch_gpu,8192,1800,139.8085016240002,105469.98092903316
pytorch_gpu,8192,1800,139.45805590799864,105735.0176294424
pytorch_gpu,8192,1800,137.58494603500003,107174.51599863904
pytorch_gpu,8192,1800,137.35833618900142,107351.32944323412
pytorch_gpu,16384,1800,144.4646667880006,204141.2662050979
pytorch_gpu,16384,1800,145.8144546259973,202251.5536998209
pytorch_gpu,16384,1800,145.19479093300106,203114.7247810596
pytorch_gpu,16384,1800,144.62504227300087,203914.892860194
pytorch_gpu,16384,1800,144.33355712399862,204326.70397407148
pytorch_gpu,32768,1800,158.12356123100108,373014.619331987
pytorch_gpu,32768,1800,157.08738604800237,375475.0873630064
pytorch_gpu,32768,1800,155.93279210000037,378255.26757819054
pytorch_gpu,32768,1800,157.57840032400054,374305.1070370365
pytorch_gpu,32768,1800,155.01224406999972,380501.5555633463
pytorch_gpu,65536,1800,170.07959017599933,693585.8669340004
pytorch_gpu,65536,1800,170.68680582099842,691118.4460485557
pytorch_gpu,65536,1800,168.3360126560001,700769.8361078848
pytorch_gpu,65536,1800,169.98773420399812,693960.6587051353
pytorch_gpu,65536,1800,169.51879912599907,695880.3425236614
pytorch_gpu,131072,1800,196.75291038499927,1199116.1886161745
pytorch_gpu,131072,1800,197.900192137,1192164.582825031
pytorch_gpu,131072,1800,196.96664864799823,1197814.9682672066
pytorch_gpu,131072,1800,196.3025813950008,1201867.0275418418
pytorch_gpu,131072,1800,197.47581344500213,1194726.563644248
pytorch_gpu,262144,1800,266.83419278100337,1768361.075026337
pytorch_gpu,262144,1800,268.6386978970004,1756482.6054246176
pytorch_gpu,262144,1800,267.9218985820007,1761181.9059858662
pytorch_gpu,262144,1800,269.0402063069996,1753861.2777510483
pytorch_gpu,262144,1800,267.8892856349994,1761396.3129638217
pytorch2_cpu,1,1800,4.400088267007959,409.0827026122347
pytorch2_cpu,1,1800,4.307363547006389,417.8890359164128
pytorch2_cpu,1,1800,4.308428758988157,417.7857174137733
pytorch2_cpu,1,1800,4.289667991004535,419.6128939989326
pytorch2_cpu,1,1800,4.237962313010939,424.73242257814144
pytorch2_cpu,2,1800,5.744626510000671,626.6725945947667
pytorch2_cpu,2,1800,5.731883806001861,628.0657671794457
pytorch2_cpu,2,1800,5.739698067001882,627.2106926140893
pytorch2_cpu,2,1800,5.728326067997841,628.4558450874408
pytorch2_cpu,2,1800,5.722821559000295,629.0603267785401
pytorch2_cpu,4,1800,7.34224454901414,980.6265579871975
pytorch2_cpu,4,1800,7.286936200005584,988.0695812863686
pytorch2_cpu,4,1800,7.248711288004415,993.28000715313
pytorch2_cpu,4,1800,7.318665294005768,983.7859378399284
pytorch2_cpu,4,1800,7.321748828995624,983.3716190162828
pytorch2_cpu,8,1800,10.016831369997815,1437.580355313812
pytorch2_cpu,8,1800,10.021522272989388,1436.907448563154
pytorch2_cpu,8,1800,10.0655179710011,1430.6268233275828
pytorch2_cpu,8,1800,9.951266283998848,1447.0520222290202
pytorch2_cpu,8,1800,9.99399623098725,1440.8650621011398
pytorch2_cpu,16,1800,12.037863920006204,2392.4510354479203
pytorch2_cpu,16,1800,12.015960727003405,2396.8120947064945
pytorch2_cpu,16,1800,12.027620872991974,2394.4885114121284
pytorch2_cpu,16,1800,12.023391471986542,2395.3308072103864
pytorch2_cpu,16,1800,12.01509415100736,2396.9849622514503
pytorch2_cpu,32,1800,13.971418084998732,4122.702480848796
pytorch2_cpu,32,1800,13.980434931989294,4120.043495084886
pytorch2_cpu,32,1800,13.985012240998913,4118.695000576258
pytorch2_cpu,32,1800,13.99518843999249,4115.7002098952025
pytorch2_cpu,32,1800,14.046073329009232,4100.790210246107
pytorch2_cpu,64,1800,14.97857866800041,7690.983407264691
pytorch2_cpu,64,1800,14.99636015399301,7681.864053480087
pytorch2_cpu,64,1800,14.961521923003602,7699.751441922361
pytorch2_cpu,64,1800,14.95340570899134,7703.930612324077
pytorch2_cpu,64,1800,14.909098898002412,7726.825127938148
pytorch2_cpu,128,1800,15.876560217002408,14511.959571271727
pytorch2_cpu,128,1800,15.87858900600986,14510.105394931268
pytorch2_cpu,128,1800,15.923984436987666,14468.740591383335
pytorch2_cpu,128,1800,15.828315684004338,14556.191865242865
pytorch2_cpu,128,1800,16.099586854004883,14310.926242351768
pytorch2_cpu,256,1800,17.42914803599706,26438.46957110542
pytorch2_cpu,256,1800,17.377834733997588,26516.537132126232
pytorch2_cpu,256,1800,17.589876266007195,26196.88694971128
pytorch2_cpu,256,1800,17.653007355998852,26103.20104145942
pytorch2_cpu,256,1800,17.562202467001043,26238.166930704287
pytorch2_cpu,512,1800,21.396342878986616,43072.78141934737
pytorch2_cpu,512,1800,21.43806422500348,42988.956014280746
pytorch2_cpu,512,1800,21.073609662998933,43732.42243440365
pytorch2_cpu,512,1800,21.887268605991267,42106.670164760886
pytorch2_cpu,512,1800,21.29300665599294,43281.81617980261
pytorch2_cpu,1024,1800,24.36559914500685,75647.63702425596
pytorch2_cpu,1024,1800,24.54386239500309,75098.20460757062
pytorch2_cpu,1024,1800,23.446803197992267,78611.9960335502
pytorch2_cpu,1024,1800,24.9986230749928,73732.06094074169
pytorch2_cpu,1024,1800,23.991545046999818,76827.06538445698
pytorch2_cpu,2048,1800,29.164207788009666,126401.51334800175
pytorch2_cpu,2048,1800,27.848084450000897,132375.35266092175
pytorch2_cpu,2048,1800,29.01476412100601,127052.55795380162
pytorch2_cpu,2048,1800,27.79324200400152,132636.55961651588
pytorch2_cpu,2048,1800,28.101164899009746,131183.17383810322
pytorch2_cpu,4096,1800,32.133573232000344,229442.2704493308
pytorch2_cpu,4096,1800,31.741250530001707,232278.18302342115
pytorch2_cpu,4096,1800,31.2781934300001,235716.9385917432
pytorch2_cpu,4096,1800,31.974027356001898,230587.15494018115
pytorch2_cpu,4096,1800,31.55292574300256,233664.5438223761
pytorch2_cpu,8192,1800,42.60255470999982,346120.08834622445
pytorch2_cpu,8192,1800,43.79786299300031,336673.9606075441
pytorch2_cpu,8192,1800,41.96657005399175,351365.38394796546
pytorch2_cpu,8192,1800,42.26774975699664,348861.7228211715
pytorch2_cpu,8192,1800,42.68663533999643,345438.3294104162
pytorch2_cpu,16384,1800,64.17234283201105,459562.4641163782
pytorch2_cpu,16384,1800,62.89619638200384,468886.8595627535
pytorch2_cpu,16384,1800,62.85935549499118,469161.6668317566
pytorch2_cpu,16384,1800,63.40248564600188,465142.6470037725
pytorch2_cpu,16384,1800,62.88843404500221,468944.7343989588
pytorch2_cpu,32768,1800,102.67078828699596,574480.8331959654
pytorch2_cpu,32768,1800,102.66435048400308,574516.8573310217
pytorch2_cpu,32768,1800,104.96242387399252,561938.2424972238
pytorch2_cpu,32768,1800,102.65629932298908,574561.91572251
pytorch2_cpu,32768,1800,101.15023118299725,583116.8086337958
pytorch2_cpu,65536,1800,175.23318413400557,673187.5619505328
pytorch2_cpu,65536,1800,174.166193062003,677311.6982467696
pytorch2_cpu,65536,1800,173.23080833199492,680968.9404318992
pytorch2_cpu,65536,1800,174.24300201100414,677013.1290124928
pytorch2_cpu,65536,1800,171.72633186500752,686934.8382327937
pytorch2_cpu,131072,1800,318.444387001,740881.6409731823
pytorch2_cpu,131072,1800,318.4843513300002,740788.6730219269
pytorch2_cpu,131072,1800,318.1356129240012,741600.7212507855
pytorch2_cpu,131072,1800,319.12301347299945,739306.1297347071
pytorch2_cpu,131072,1800,313.0075729569944,753750.4532914783
pytorch2_cpu,262144,1800,571.193061886006,826094.0678130466
pytorch2_cpu,262144,1800,571.6621837040002,825416.1521454129
pytorch2_cpu,262144,1800,575.8444558179908,819421.2781465802
pytorch2_cpu,262144,1800,574.9133225969999,820748.4179850215
pytorch2_cpu,262144,1800,590.8241550590028,798645.7492633788
pytorch2_gpu,1,1800,15.94206550299714,112.90883227531567
pytorch2_gpu,1,1800,16.310851627000375,110.35597902321344
pytorch2_gpu,1,1800,16.63830386000336,108.18410429004128
pytorch2_gpu,1,1800,16.354109723004512,110.06407750022794
pytorch2_gpu,1,1800,16.59079568499874,108.49389228676628
pytorch2_gpu,2,1800,23.870703976994264,150.81247723022966
pytorch2_gpu,2,1800,23.873667384992583,150.79375706905526
pytorch2_gpu,2,1800,23.85895442198671,150.8867461803983
pytorch2_gpu,2,1800,24.08664168299584,149.46043734031426
pytorch2_gpu,2,1800,23.811501050993684,151.18744476840814
pytorch2_gpu,4,1800,34.92394901100488,206.1622526630997
pytorch2_gpu,4,1800,34.40603032799845,209.26564126582448
pytorch2_gpu,4,1800,34.00203898298787,211.75200709587887
pytorch2_gpu,4,1800,33.53859559900593,214.67804096762487
pytorch2_gpu,4,1800,34.58528302500781,208.18103453986043
pytorch2_gpu,8,1800,46.87455615900399,307.20290878389363
pytorch2_gpu,8,1800,46.77297354199982,307.8700991090402
pytorch2_gpu,8,1800,47.03777224800433,306.1369472192839
pytorch2_gpu,8,1800,47.31440800000564,304.3470394894993
pytorch2_gpu,8,1800,47.6876450139971,301.9650057320584
pytorch2_gpu,16,1800,62.90323686899501,457.8460733265622
pytorch2_gpu,16,1800,62.186873807004304,463.1202412486631
pytorch2_gpu,16,1800,63.27895166000235,455.1276410952939
pytorch2_gpu,16,1800,61.30309495401161,469.79683524306887
pytorch2_gpu,16,1800,61.840408317992114,465.7149068600313
pytorch2_gpu,32,1800,69.31224058198859,831.0220462699612
pytorch2_gpu,32,1800,70.6167194610025,815.6708558489343
pytorch2_gpu,32,1800,70.83006064299843,813.214043262206
pytorch2_gpu,32,1800,71.26472284500778,808.2540379097957
pytorch2_gpu,32,1800,71.01248314300028,811.1249945169344
pytorch2_gpu,64,1800,75.8948778060003,1517.8889976537023
pytorch2_gpu,64,1800,75.99141471499752,1515.960723090267
pytorch2_gpu,64,1800,76.133344175003,1513.134635662357
pytorch2_gpu,64,1800,76.66357682700618,1502.6692566139002
pytorch2_gpu,64,1800,76.34685671998886,1508.9029849979238
pytorch2_gpu,128,1800,79.14671356200415,2911.0494881067025
